Input,Input Type,MGI Gene/Marker ID,Symbol,Name,Feature Type
ZNF718,human symbol,MGI:3652251,Gm14412,predicted gene 14412,protein coding gene
ZNF718,human symbol,MGI:3652324,Gm14443,predicted gene 14443,protein coding gene
ZNF718,human symbol,MGI:5591846,Gm32687,"predicted gene, 32687",protein coding gene
ZNF718,human symbol,MGI:3642994,Zfp936,zinc finger protein 936,protein coding gene
ZNF718,human symbol,MGI:2385298,Zfp958,zinc finger protein 958,protein coding gene
ZNF718,human symbol,MGI:1924053,Zfp998,zinc finger protein 998,protein coding gene
ZNF721,,No associated gene,,,
ZNF724,human symbol,MGI:2664334,Zfp457,zinc finger protein 457,protein coding gene
ZNF726,human symbol,MGI:3652251,Gm14412,predicted gene 14412,protein coding gene
ZNF726,human symbol,MGI:3652324,Gm14443,predicted gene 14443,protein coding gene
ZNF726,human symbol,MGI:5591846,Gm32687,"predicted gene, 32687",protein coding gene
ZNF726,human symbol,MGI:3642994,Zfp936,zinc finger protein 936,protein coding gene
ZNF726,human symbol,MGI:2385298,Zfp958,zinc finger protein 958,protein coding gene
ZNF726,human symbol,MGI:1924053,Zfp998,zinc finger protein 998,protein coding gene
ZNF727,,No associated gene,,,
ZNF728,human symbol,MGI:3652251,Gm14412,predicted gene 14412,protein coding gene
ZNF728,human symbol,MGI:3652324,Gm14443,predicted gene 14443,protein coding gene
ZNF728,human symbol,MGI:5591846,Gm32687,"predicted gene, 32687",protein coding gene
ZNF728,human symbol,MGI:99205,Zfp58,zinc finger protein 58,protein coding gene
ZNF728,human symbol,MGI:107767,Zfp85,zinc finger protein 85,protein coding gene
ZNF728,human symbol,MGI:3642994,Zfp936,zinc finger protein 936,protein coding gene
ZNF728,human symbol,MGI:2385298,Zfp958,zinc finger protein 958,protein coding gene
ZNF728,human symbol,MGI:1924053,Zfp998,zinc finger protein 998,protein coding gene
ZNF729,human symbol,MGI:3036250,Zfp729a,zinc finger protein 729a,protein coding gene
ZNF729,human symbol,MGI:2145180,Zfp729b,zinc finger protein 729b,protein coding gene
ZNF729,human symbol,MGI:3040706,Zfp738,zinc finger protein 738,protein coding gene
ZNF730,,No associated gene,,,
ZNF732,human symbol,MGI:3652251,Gm14412,predicted gene 14412,protein coding gene
ZNF732,human symbol,MGI:3652324,Gm14443,predicted gene 14443,protein coding gene
ZNF732,human symbol,MGI:5591846,Gm32687,"predicted gene, 32687",protein coding gene
ZNF732,human symbol,MGI:3642994,Zfp936,zinc finger protein 936,protein coding gene
ZNF732,human symbol,MGI:2385298,Zfp958,zinc finger protein 958,protein coding gene
ZNF732,human symbol,MGI:1924053,Zfp998,zinc finger protein 998,protein coding gene
ZNF735,human symbol,MGI:3652325,Gm14444,predicted gene 14444,protein coding gene
ZNF735,human symbol,MGI:2675306,Zfp930,zinc finger protein 930,protein coding gene
ZNF735,human symbol,MGI:3701121,Zfp982,zinc finger protein 982,protein coding gene
ZNF735,human symbol,MGI:1919389,Zfp1006,zinc finger protein 1006,protein coding gene
ZNF736,,No associated gene,,,
ZNF737,,No associated gene,,,
ZNF74,synonym,MGI:2442430,Klf8,Kruppel-like transcription factor 8,protein coding gene
ZNF740,human symbol,MGI:1915994,Zfp740,zinc finger protein 740,protein coding gene
ZNF746,rat synonym,MGI:1916478,Zfp746,zinc finger protein 746,protein coding gene
ZNF747,human symbol,MGI:2141981,Zfp764l1,zinc finger protein 764 like 1,protein coding gene
ZNF749,,No associated gene,,,
ZNF750,human symbol,MGI:2442210,Zfp750,zinc finger protein 750,protein coding gene
ZNF75A,,No associated gene,,,
ZNF75D,,No associated gene,,,
ZNF76,rat synonym,MGI:2687278,Zfp523,zinc finger protein 523,protein coding gene
ZNF761,,No associated gene,,,
ZNF763,rat synonym,MGI:1920701,Zfp763,zinc finger protein 763,protein coding gene
ZNF764,rat synonym,MGI:2443581,Zfp747,zinc finger protein 747,protein coding gene
ZNF764,rat synonym,MGI:1926171,Zfp747l1,zinc finger protein 747 like 1,protein coding gene
ZNF764,rat synonym,MGI:2443580,Zfp764,zinc finger protein 764,protein coding gene
ZNF764,human symbol,MGI:2141981,Zfp764l1,zinc finger protein 764 like 1,protein coding gene
ZNF765,,No associated gene,,,
ZNF766,,No associated gene,,,
ZNF768,human symbol,MGI:2384582,Zfp768,zinc finger protein 768,protein coding gene
ZNF77,,No associated gene,,,
ZNF770,rat synonym,MGI:2445100,Zfp770,zinc finger protein 770,protein coding gene
ZNF771,rat synonym,MGI:2442050,Zfp771,zinc finger protein 771,protein coding gene
ZNF772,,No associated gene,,,
ZNF773,human symbol,MGI:2385265,Zfp772,zinc finger protein 772,protein coding gene
ZNF773,rat synonym,MGI:1923623,Zfp773,zinc finger protein 773,protein coding gene
ZNF773,human symbol,MGI:1917764,Zfp954,zinc finger protein 954,protein coding gene
ZNF774,,No associated gene,,,
ZNF775,rat synonym,MGI:2683557,Zfp775,zinc finger protein 775,protein coding gene
ZNF776,,No associated gene,,,
ZNF777,rat synonym,MGI:1919556,Zfp777,zinc finger protein 777,protein coding gene
ZNF778,,No associated gene,,,
ZNF780A,human symbol,MGI:99206,Zfp59,zinc finger protein 59,protein coding gene
ZNF780A,human symbol,MGI:99207,Zfp60,zinc finger protein 60,protein coding gene
ZNF780A,human symbol,MGI:3584526,Zfp607a,zinc finger protein 607A,protein coding gene
ZNF780A,human symbol,MGI:2148237,Zfp607b,zinc finger protein 607B,protein coding gene
ZNF780A,human symbol,MGI:1918413,Zfp626,zinc finger protein 626,protein coding gene
ZNF780A,human symbol,MGI:2444764,Zfp780b,zinc finger protein 780B,protein coding gene
ZNF780A,human symbol,MGI:3036281,Zfp850,zinc finger protein 850,protein coding gene
ZNF780A,human symbol,MGI:1920680,Zfp974,zinc finger protein 974,protein coding gene
ZNF780B,rat symbol,MGI:99207,Zfp60,zinc finger protein 60,protein coding gene
ZNF780B,human symbol,MGI:1918413,Zfp626,zinc finger protein 626,protein coding gene
ZNF780B,human symbol,MGI:2444764,Zfp780b,zinc finger protein 780B,protein coding gene
ZNF780B,human symbol,MGI:1920680,Zfp974,zinc finger protein 974,protein coding gene
ZNF781,,No associated gene,,,
ZNF782,,No associated gene,,,
ZNF783,,No associated gene,,,
ZNF784,human symbol,MGI:3606042,Zfp784,zinc finger protein 784,protein coding gene
ZNF785,,No associated gene,,,
ZNF786,human symbol,MGI:3026883,Zfp786,zinc finger protein 786,protein coding gene
ZNF787,rat synonym,MGI:1914359,Zfp787,zinc finger protein 787,protein coding gene
ZNF788,,No associated gene,,,
ZNF789,,No associated gene,,,
ZNF79,,No associated gene,,,
ZNF790,human symbol,MGI:1923431,Zfp790,zinc finger protein 790,protein coding gene
ZNF791,human symbol,MGI:3648473,Zfp791,zinc finger protein 791,protein coding gene
ZNF792,,No associated gene,,,
ZNF793,,No associated gene,,,
ZNF799,,No associated gene,,,
ZNF8,human symbol,MGI:2389445,Zfp128,zinc finger protein 128,protein coding gene
ZNF80,,No associated gene,,,
ZNF800,human symbol,MGI:1889334,Zfp800,zinc finger protein 800,protein coding gene
ZNF804A,rat synonym,MGI:2442949,Zfp804a,zinc finger protein 804A,protein coding gene
ZNF804B,human symbol,MGI:2685287,Zfp804b,zinc finger protein 804B,protein coding gene
ZNF805,,No associated gene,,,
ZNF808,,No associated gene,,,
ZNF81,,No associated gene,,,
ZNF813,,No associated gene,,,
ZNF814,,No associated gene,,,
ZNF816,,No associated gene,,,
ZNF821,rat synonym,MGI:1923121,Zfp821,zinc finger protein 821,protein coding gene
ZNF823,,No associated gene,,,
ZNF827,human symbol,MGI:2444807,Zfp827,zinc finger protein 827,protein coding gene
ZNF829,,No associated gene,,,
ZNF83,current symbol,MGI:5825588,Znf83,zinc finger protein 83,protein coding gene
ZNF830,rat synonym,MGI:1914233,Zfp830,zinc finger protein 830,protein coding gene
ZNF831,human symbol,MGI:3641861,Zfp831,zinc finger protein 831,protein coding gene
ZNF835,human symbol,MGI:3704404,Zfp999,zinc finger protein 999,protein coding gene
ZNF835,human symbol,MGI:3642815,Zfp1000,zinc finger protein 1000,protein coding gene
ZNF836,human symbol,MGI:3652251,Gm14412,predicted gene 14412,protein coding gene
ZNF836,human symbol,MGI:99173,Zfp26,zinc finger protein 26,protein coding gene
ZNF836,human symbol,MGI:2679295,Zfp229,zinc finger protein 229,protein coding gene
ZNF836,human symbol,MGI:3704127,Zfp808,zinc finger protein 808,protein coding gene
ZNF836,human symbol,MGI:3652002,Zfp1005,zinc finger protein 1005,protein coding gene
ZNF837,,No associated gene,,,
ZNF84,,No associated gene,,,
ZNF841,human symbol,MGI:3652251,Gm14412,predicted gene 14412,protein coding gene
ZNF841,human symbol,MGI:99173,Zfp26,zinc finger protein 26,protein coding gene
ZNF841,human symbol,MGI:2679295,Zfp229,zinc finger protein 229,protein coding gene
ZNF841,human symbol,MGI:3704127,Zfp808,zinc finger protein 808,protein coding gene
ZNF841,human symbol,MGI:3652002,Zfp1005,zinc finger protein 1005,protein coding gene
ZNF843,,No associated gene,,,
ZNF844,,No associated gene,,,
ZNF845,,No associated gene,,,
ZNF846,rat symbol,MGI:3583896,A430033K04Rik,RIKEN cDNA A430033K04 gene,protein coding gene
ZNF846,rat synonym,MGI:1924012,Zfp846,zinc finger protein 846,protein coding gene
ZNF85,,No associated gene,,,
ZNF850,human symbol,MGI:1917477,Zfp619,zinc finger protein 619,protein coding gene
ZNF852,human symbol,MGI:3040678,Zkscan7,zinc finger with KRAB and SCAN domains 7,protein coding gene
ZNF853,human symbol,MGI:2685638,Zfp853,zinc finger protein 853,protein coding gene
ZNF860,,No associated gene,,,
ZNF865,rat synonym,MGI:3606042,Zfp784,zinc finger protein 784,protein coding gene
ZNF865,human symbol,MGI:2442656,Zfp865,zinc finger protein 865,protein coding gene
ZNF878,human symbol,MGI:2684459,Zfp617,zinc finger protein 617,protein coding gene
ZNF878,human symbol,MGI:2443934,Zfp799,zinc finger protein 799,protein coding gene
ZNF878,human symbol,MGI:2682944,Zfp811,zinc finger protein 811,protein coding gene
ZNF879,human symbol,MGI:3053099,Zfp879,zinc finger protein 879,protein coding gene
ZNF880,human symbol,MGI:3809656,Gm10778,predicted gene 10778,protein coding gene
ZNF880,human symbol,MGI:3650082,Gm14399,predicted gene 14399,protein coding gene
ZNF880,human symbol,MGI:1920860,Zfp433,zinc finger protein 433,protein coding gene
ZNF880,human symbol,MGI:3644476,Zfp937,zinc finger protein 937,protein coding gene
ZNF880,human symbol,MGI:2652824,Zfp950,zinc finger protein 950,protein coding gene
ZNF880,human symbol,MGI:3652255,Zfp970,zinc finger protein 970,protein coding gene
ZNF883,,No associated gene,,,
ZNF888,,No associated gene,,,
ZNF891,,No associated gene,,,
ZNF90,human symbol,MGI:3652251,Gm14412,predicted gene 14412,protein coding gene
ZNF90,human symbol,MGI:3652324,Gm14443,predicted gene 14443,protein coding gene
ZNF90,human symbol,MGI:5591846,Gm32687,"predicted gene, 32687",protein coding gene
ZNF90,human symbol,MGI:3642994,Zfp936,zinc finger protein 936,protein coding gene
ZNF90,human symbol,MGI:2385298,Zfp958,zinc finger protein 958,protein coding gene
ZNF90,human symbol,MGI:1924053,Zfp998,zinc finger protein 998,protein coding gene
ZNF91,human symbol,MGI:3036250,Zfp729a,zinc finger protein 729a,protein coding gene
ZNF91,human symbol,MGI:3040706,Zfp738,zinc finger protein 738,protein coding gene
ZNF92,,No associated gene,,,
ZNF93,human symbol,MGI:3036278,Zfp273,zinc finger protein 273,protein coding gene
ZNF93,human symbol,MGI:3040674,Zfp708,zinc finger protein 708,protein coding gene
ZNF98,,No associated gene,,,
ZNF99,human symbol,MGI:3036250,Zfp729a,zinc finger protein 729a,protein coding gene
ZNF99,human symbol,MGI:3040706,Zfp738,zinc finger protein 738,protein coding gene
ZSCAN1,,No associated gene,,,
ZSCAN10,current symbol,MGI:3040700,Zscan10,zinc finger and SCAN domain containing 10,protein coding gene
ZSCAN12,current symbol,MGI:1099444,Zscan12,zinc finger and SCAN domain containing 12,protein coding gene
ZSCAN16,,No associated gene,,,
ZSCAN18,current symbol,MGI:3643810,Zscan18,zinc finger and SCAN domain containing 18,protein coding gene
ZSCAN2,current symbol,MGI:99176,Zscan2,zinc finger and SCAN domain containing 2,protein coding gene
ZSCAN20,current symbol,MGI:2679268,Zscan20,zinc finger and SCAN domains 20,protein coding gene
ZSCAN21,current symbol,MGI:99182,Zscan21,zinc finger and SCAN domain containing 21,protein coding gene
ZSCAN22,current symbol,MGI:2443312,Zscan22,zinc finger and SCAN domain containing 22,protein coding gene
ZSCAN23,,No associated gene,,,
ZSCAN25,current symbol,MGI:3647079,Zscan25,zinc finger and SCAN domain containing 25,protein coding gene
ZSCAN26,current symbol,MGI:3531417,Zscan26,zinc finger and SCAN domain containing 26,protein coding gene
ZSCAN29,current symbol,MGI:2139317,Zscan29,zinc finger SCAN domains 29,protein coding gene
ZSCAN30,human synonym,MGI:2442185,Zfp446,zinc finger protein 446,protein coding gene
ZSCAN30,current symbol,MGI:2685600,Zscan30,zinc finger and SCAN domain containing 30,protein coding gene
ZSCAN31,human synonym,MGI:2444060,Zkscan2,zinc finger with KRAB and SCAN domains 2,protein coding gene
ZSCAN32,,No associated gene,,,
ZSCAN4,human symbol,MGI:3645953,Zscan4-ps1,"zinc finger and SCAN domain containing 4, pseudogene 1",pseudogene
ZSCAN4,human symbol,MGI:3708487,Zscan4-ps2,"zinc finger and SCAN domain containing 4, pseudogene 2",pseudogene
ZSCAN4,human symbol,MGI:3708489,Zscan4-ps3,"zinc finger and SCAN domain containing 4, pseudogene 3",pseudogene
ZSCAN4,human symbol,MGI:3645447,Zscan4b,zinc finger and SCAN domain containing 4B,protein coding gene
ZSCAN4,human symbol,MGI:2685243,Zscan4c,zinc finger and SCAN domain containing 4C,protein coding gene
ZSCAN4,human symbol,MGI:3645954,Zscan4d,zinc finger and SCAN domain containing 4D,protein coding gene
ZSCAN4,human symbol,MGI:3643613,Zscan4e,zinc finger and SCAN domain containing 4E,protein coding gene
ZSCAN4,human symbol,MGI:3708485,Zscan4f,zinc finger and SCAN domain containing 4F,protein coding gene
ZSCAN5A,human symbol,MGI:2159640,Zscan5b,zinc finger and SCAN domain containing 5B,protein coding gene
ZSCAN5B,current symbol,MGI:2159640,Zscan5b,zinc finger and SCAN domain containing 5B,protein coding gene
ZSCAN5C,human symbol,MGI:2159640,Zscan5b,zinc finger and SCAN domain containing 5B,protein coding gene
ZSCAN9,,No associated gene,,,
ZUFSP,old symbol,MGI:1919830,Zup1,zinc finger containing ubiquitin peptidase 1,protein coding gene
ZXDA,current symbol,MGI:1921689,Zxda,"zinc finger, X-linked, duplicated A",pseudogene
ZXDA,human symbol,MGI:3694898,Zxdb,"zinc finger, X-linked, duplicated B",protein coding gene
ZXDB,current symbol,MGI:3694898,Zxdb,"zinc finger, X-linked, duplicated B",protein coding gene
ZXDC,current symbol,MGI:1933108,Zxdc,ZXD family zinc finger C,protein coding gene
PATZ1,current symbol,MGI:1891832,Patz1,POZ (BTB) and AT hook containing zinc finger 1,protein coding gene
ZBTB24,current symbol,MGI:3039618,Zbtb24,zinc finger and BTB domain containing 24,protein coding gene
ZNF524,rat synonym,MGI:1916740,Zfp524,zinc finger protein 524,protein coding gene
ZNF653,human symbol,MGI:2442362,Zfp653,zinc finger protein 653,protein coding gene
ZNF277,human symbol,MGI:1890393,Zfp277,zinc finger protein 277,protein coding gene
ZNF512,rat synonym,MGI:1917345,Zfp512,zinc finger protein 512,protein coding gene
ZEB1,current symbol,MGI:1344313,Zeb1,zinc finger E-box binding homeobox 1,protein coding gene
ZEB2,current symbol,MGI:1344407,Zeb2,zinc finger E-box binding homeobox 2,protein coding gene
ZFHX3,current symbol,MGI:99948,Zfhx3,zinc finger homeobox 3,protein coding gene
ZFHX4,current symbol,MGI:2137668,Zfhx4,zinc finger homeodomain 4,protein coding gene
TRERF1,current symbol,MGI:2442086,Trerf1,transcriptional regulating factor 1,protein coding gene
ZNF541,rat synonym,MGI:3647699,Zfp541,zinc finger protein 541,protein coding gene
NFYA,current symbol,MGI:97316,Nfya,nuclear transcription factor-Y alpha,protein coding gene
NFYA,rat synonym,MGI:97317,Nfyb,nuclear transcription factor-Y beta,protein coding gene
MBNL2,current symbol,MGI:2145597,Mbnl2,muscleblind like splicing factor 2,protein coding gene
ZC3H8,current symbol,MGI:1930128,Zc3h8,zinc finger CCCH type containing 8,protein coding gene
ZGPAT,current symbol,MGI:2449939,Zgpat,"zinc finger, CCCH-type with G patch domain",protein coding gene
CENPB,current symbol,MGI:88376,Cenpb,centromere protein B,protein coding gene
CENPBD1,,No associated gene,,,
JRK,current symbol,MGI:106214,Jrk,jerky,protein coding gene
JRKL,current symbol,MGI:1924782,Jrkl,Jrk-like,protein coding gene
TIGD1,,No associated gene,,,
TIGD2,current symbol,MGI:1915390,Tigd2,tigger transposable element derived 2,protein coding gene
TIGD3,current symbol,MGI:2681860,Tigd3,tigger transposable element derived 3,protein coding gene
TIGD4,current symbol,MGI:2685264,Tigd4,tigger transposable element derived 4,protein coding gene
TIGD5,current symbol,MGI:2145902,Tigd5,tigger transposable element derived 5,protein coding gene
TIGD6,,No associated gene,,,
TIGD7,,No associated gene,,,
CAMTA1,current symbol,MGI:2140230,Camta1,calmodulin binding transcription activator 1,protein coding gene
CAMTA2,current symbol,MGI:2135957,Camta2,calmodulin binding transcription activator 2,protein coding gene
LIN28A,current symbol,MGI:1890546,Lin28a,lin-28 homolog A,protein coding gene
LIN28B,current symbol,MGI:3584032,Lin28b,lin-28 homolog B,protein coding gene
YBX1,current symbol,MGI:99146,Ybx1,Y box protein 1,protein coding gene
YBX2,current symbol,MGI:1096372,Ybx2,Y box protein 2,protein coding gene
YBX3,current symbol,MGI:2137670,Ybx3,Y box protein 3,protein coding gene
RBPJ,current symbol,MGI:96522,Rbpj,recombination signal binding protein for immunoglobulin kappa J region,protein coding gene
RBPJL,current symbol,MGI:1196616,Rbpjl,recombination signal binding protein for immunoglobulin kappa J region-like,protein coding gene
CUX1,current symbol,MGI:88568,Cux1,cut-like homeobox 1,protein coding gene
CUX2,current symbol,MGI:107321,Cux2,cut-like homeobox 2,protein coding gene
ONECUT1,current symbol,MGI:1196423,Onecut1,"one cut domain, family member 1",protein coding gene
ONECUT2,current symbol,MGI:1891408,Onecut2,"one cut domain, family member 2",protein coding gene
ONECUT3,current symbol,MGI:1891409,Onecut3,"one cut domain, family member 3",protein coding gene
SATB1,current symbol,MGI:105084,Satb1,special AT-rich sequence binding protein 1,protein coding gene
SATB2,current symbol,MGI:2679336,Satb2,special AT-rich sequence binding protein 2,protein coding gene
CXXC1,current symbol,MGI:1921572,Cxxc1,CXXC finger protein 1,protein coding gene
CXXC4,current symbol,MGI:2442112,Cxxc4,CXXC finger 4,protein coding gene
CXXC5,current symbol,MGI:1914643,Cxxc5,CXXC finger 5,protein coding gene
DNMT1,current symbol,MGI:94912,Dnmt1,DNA methyltransferase 1,protein coding gene
FBXL19,current symbol,MGI:3039600,Fbxl19,F-box and leucine-rich repeat protein 19,protein coding gene
KDM2A,current symbol,MGI:1354736,Kdm2a,lysine (K)-specific demethylase 2A,protein coding gene
KDM2B,current symbol,MGI:1354737,Kdm2b,lysine (K)-specific demethylase 2B,protein coding gene
TET1,current symbol,MGI:1098693,Tet1,tet methylcytosine dioxygenase 1,protein coding gene
TET3,current symbol,MGI:2446229,Tet3,tet methylcytosine dioxygenase 3,protein coding gene
KMT2A,current symbol,MGI:96995,Kmt2a,lysine (K)-specific methyltransferase 2A,protein coding gene
KMT2B,current symbol,MGI:109565,Kmt2b,lysine (K)-specific methyltransferase 2B,protein coding gene
DMRT1,current symbol,MGI:1354733,Dmrt1,doublesex and mab-3 related transcription factor 1,protein coding gene
DMRT2,current symbol,MGI:1330307,Dmrt2,doublesex and mab-3 related transcription factor 2,protein coding gene
DMRT3,current symbol,MGI:2449470,Dmrt3,doublesex and mab-3 related transcription factor 3,protein coding gene
DMRTA1,current symbol,MGI:2653627,Dmrta1,doublesex and mab-3 related transcription factor like family A1,protein coding gene
DMRTA2,current symbol,MGI:2653629,Dmrta2,doublesex and mab-3 related transcription factor like family A2,protein coding gene
DMRTB1,current symbol,MGI:1927125,Dmrtb1,"DMRT-like family B with proline-rich C-terminal, 1",protein coding gene
DMRTC2,current symbol,MGI:1918491,Dmrtc2,doublesex and mab-3 related transcription factor like family C2,protein coding gene
E2F1,current symbol,MGI:101941,E2f1,E2F transcription factor 1,protein coding gene
E2F2,current symbol,MGI:1096341,E2f2,E2F transcription factor 2,protein coding gene
E2F2,rat synonym,MGI:96080,Mst1,macrophage stimulating 1 (hepatocyte growth factor-like),protein coding gene
E2F3,current symbol,MGI:1096340,E2f3,E2F transcription factor 3,protein coding gene
E2F4,current symbol,MGI:103012,E2f4,E2F transcription factor 4,protein coding gene
E2F5,current symbol,MGI:105091,E2f5,E2F transcription factor 5,protein coding gene
E2F6,current symbol,MGI:1354159,E2f6,E2F transcription factor 6,protein coding gene
E2F7,current symbol,MGI:1289147,E2f7,E2F transcription factor 7,protein coding gene
E2F8,current symbol,MGI:1922038,E2f8,E2F transcription factor 8,protein coding gene
TFDP1,current symbol,MGI:101934,Tfdp1,transcription factor Dp 1,protein coding gene
TFDP2,current symbol,MGI:107167,Tfdp2,transcription factor Dp 2,protein coding gene
TFDP3,human symbol,MGI:101934,Tfdp1,transcription factor Dp 1,protein coding gene
EBF1,current symbol,MGI:95275,Ebf1,early B cell factor 1,protein coding gene
EBF2,current symbol,MGI:894332,Ebf2,early B cell factor 2,protein coding gene
EBF3,current symbol,MGI:894289,Ebf3,early B cell factor 3,protein coding gene
EBF3,human synonym,MGI:2140967,Mapre3,"microtubule-associated protein, RP/EB family, member 3",protein coding gene
EBF4,current symbol,MGI:2385972,Ebf4,early B cell factor 4,protein coding gene
EHF,current symbol,MGI:1270840,Ehf,ets homologous factor,protein coding gene
ELF1,current symbol,MGI:107180,Elf1,E74 like ETS transcription factor 1,protein coding gene
ELF1,zebrafish symbol,MGI:1928377,Elf4,E74 like ETS transcription factor 4,protein coding gene
ELF1,human synonym,MGI:1913376,Elof1,"ELF1 homolog, elongation factor 1",protein coding gene
ELF1,synonym,MGI:98388,Sptbn1,"spectrin beta, non-erythrocytic 1",protein coding gene
ELF2,current symbol,MGI:1916507,Elf2,E74-like factor 2,protein coding gene
ELF4,current symbol,MGI:1928377,Elf4,E74 like ETS transcription factor 4,protein coding gene
ELF5,current symbol,MGI:1335079,Elf5,E74-like factor 5,protein coding gene
ELK1,current symbol,MGI:101833,Elk1,ETS transcription factor ELK1,protein coding gene
ELK1,human synonym,MGI:2156184,Kcnh4,"potassium voltage-gated channel, subfamily H (eag-related), member 4",protein coding gene
ELK1,synonym,MGI:2445160,Kcnh8,"potassium voltage-gated channel, subfamily H (eag-related), member 8",protein coding gene
ELK3,current symbol,MGI:101762,Elk3,ETS transcription factor ELK3,protein coding gene
ELK3,human synonym,MGI:2445160,Kcnh8,"potassium voltage-gated channel, subfamily H (eag-related), member 8",protein coding gene
ELK4,current symbol,MGI:102853,Elk4,ETS transcription factor ELK4,protein coding gene
ERF,current symbol,MGI:109637,Erf,Ets2 repressor factor,protein coding gene
ERF,human synonym,MGI:2385071,Etf1,eukaryotic translation termination factor 1,protein coding gene
ERG,current symbol,MGI:95415,Erg,ETS transcription factor,protein coding gene
ETS1,current symbol,MGI:95455,Ets1,"Ets proto-oncogene 1, transcription factor",protein coding gene
ETS2,current symbol,MGI:95456,Ets2,"Ets proto-oncogene 2, transcription factor",protein coding gene
ETV1,current symbol,MGI:99254,Etv1,ets variant 1,protein coding gene
ETV2,current symbol,MGI:99253,Etv2,ets variant 2,protein coding gene
ETV3,current symbol,MGI:1350926,Etv3,ets variant 3,protein coding gene
ETV3L,current symbol,MGI:3646099,Etv3l,ets variant 3-like,protein coding gene
ETV4,current symbol,MGI:99423,Etv4,ets variant 4,protein coding gene
ETV5,current symbol,MGI:1096867,Etv5,ets variant 5,protein coding gene
ETV6,current symbol,MGI:109336,Etv6,ets variant 6,protein coding gene
ETV7,,No associated gene,,,
FEV,current symbol,MGI:2449712,Fev,"FEV transcription factor, ETS family member",protein coding gene
FLI1,current symbol,MGI:95554,Fli1,"Fli1 proto-oncogene, ETS transcription factor",protein coding gene
FLI1,human synonym,MGI:1342286,Flii,flightless I actin binding protein,protein coding gene
GABPA,current symbol,MGI:95610,Gabpa,"GA repeat binding protein, alpha",protein coding gene
SPDEF,current symbol,MGI:1353422,Spdef,SAM pointed domain containing ets transcription factor,protein coding gene
SPI1,old symbol,MGI:98376,Serpina1,"serine (or cysteine) peptidase inhibitor, clade A, member 1 cluster",complex/cluster/region
SPI1,rat synonym,MGI:891971,Serpina1a,"serine (or cysteine) peptidase inhibitor, clade A, member 1A",protein coding gene
SPI1,rat synonym,MGI:891970,Serpina1b,"serine (or cysteine) preptidase inhibitor, clade A, member 1B",protein coding gene
SPI1,rat synonym,MGI:891969,Serpina1c,"serine (or cysteine) peptidase inhibitor, clade A, member 1C",protein coding gene
SPI1,rat synonym,MGI:891968,Serpina1d,"serine (or cysteine) peptidase inhibitor, clade A, member 1D",protein coding gene
SPI1,rat synonym,MGI:891967,Serpina1e,"serine (or cysteine) peptidase inhibitor, clade A, member 1E",protein coding gene
SPI1,rat synonym,MGI:102848,Serpina3c,"serine (or cysteine) peptidase inhibitor, clade A, member 3C",protein coding gene
SPI1,rat synonym,MGI:98377,Serpina3k,"serine (or cysteine) peptidase inhibitor, clade A, member 3K",protein coding gene
SPI1,rat synonym,MGI:98378,Serpina3m,"serine (or cysteine) peptidase inhibitor, clade A, member 3M",protein coding gene
SPI1,current symbol,MGI:98282,Spi1,Spi-1 proto-oncogene,protein coding gene
SPIB,current symbol,MGI:892986,Spib,Spi-B transcription factor (Spi-1/PU.1 related),protein coding gene
SPIC,synonym,MGI:2145481,Serpinb6c,"serine (or cysteine) peptidase inhibitor, clade B, member 6c",protein coding gene
SPIC,current symbol,MGI:1341168,Spic,Spi-C transcription factor (Spi-1/PU.1 related),protein coding gene
ELF3,current symbol,MGI:1101781,Elf3,E74-like factor 3,protein coding gene
ELF3,synonym,MGI:98388,Sptbn1,"spectrin beta, non-erythrocytic 1",protein coding gene
FLYWCH1,current symbol,MGI:2442638,Flywch1,FLYWCH-type zinc finger 1,protein coding gene
FOXA1,current symbol,MGI:1347472,Foxa1,forkhead box A1,protein coding gene
FOXA2,current symbol,MGI:1347476,Foxa2,forkhead box A2,protein coding gene
FOXA3,current symbol,MGI:1347477,Foxa3,forkhead box A3,protein coding gene
FOXB1,current symbol,MGI:1927549,Foxb1,forkhead box B1,protein coding gene
FOXB2,current symbol,MGI:1347468,Foxb2,forkhead box B2,protein coding gene
FOXC1,current symbol,MGI:1347466,Foxc1,forkhead box C1,protein coding gene
FOXC2,current symbol,MGI:1347481,Foxc2,forkhead box C2,protein coding gene
FOXD1,current symbol,MGI:1347463,Foxd1,forkhead box D1,protein coding gene
FOXD2,current symbol,MGI:1347471,Foxd2,forkhead box D2,protein coding gene
FOXD3,current symbol,MGI:1347473,Foxd3,forkhead box D3,protein coding gene
FOXD4,current symbol,MGI:1347467,Foxd4,forkhead box D4,protein coding gene
FOXD4L1,human symbol,MGI:1347467,Foxd4,forkhead box D4,protein coding gene
FOXD4L3,human symbol,MGI:1347467,Foxd4,forkhead box D4,protein coding gene
FOXD4L4,human synonym,MGI:1347467,Foxd4,forkhead box D4,protein coding gene
FOXD4L5,human symbol,MGI:1347467,Foxd4,forkhead box D4,protein coding gene
FOXD4L6,human symbol,MGI:1347467,Foxd4,forkhead box D4,protein coding gene
FOXE1,current symbol,MGI:1353500,Foxe1,forkhead box E1,protein coding gene
FOXE3,current symbol,MGI:1353569,Foxe3,forkhead box E3,protein coding gene
